opinionText,opinionTitle,starRating
"0 Sterne, wenn möglich. Seit dem 01.10.2025 habe ich einen Glasfaservertrag bis heute, nach über vier Monaten, wurde der Anschluss nicht freigeschaltet. Begründung: Der Vormieter sei angeblich noch auf die Glasfaserdose registriert. Statt das Problem intern zu lösen, fühlt sich niemand verantwortlich. Man wird ständig von einer Stelle zur nächsten geschickt, ohne Ergebnis, ohne klare Aussage und ohne Lösung. Vier Monate ohne Internet trotz laufendem Vertrag sind absolut inakzeptabel. So einen unzuverlässigen und schlecht organisierten Kundenservice habe ich selten erlebt. Nicht zu empfehlen.",0 Sterne,Valorada con 1 estrellas sobre 5
"Ich sammle seit 2022 Erfahrungen mit Deutsche Glasfaser im badischen Schwanau - Grausam. Erst jetzt hat man Glasfaser gelegt. Die Rechungen sind falsch Mahnung gleich hinterdrein.  Mitarbeiter die nix verstehen und alles über Hotline und nichts passiert- Tickets und Anschreiben werden bei Deutsche Glasfaser ignoriert und verschwinden - Router kommt nicht - plötzlich doch kostet aber das doppelte unsw. -- ALSO BLEIBT BEI DER TELEKOM , weil DAS Netz funktioniert seit über 10 Jahren nahezu störungsfrei schnelll und wenn man mal bei der Telekom anruft verstehen die Mitarbeiter deutsch und können auch was tun .  FINGER WEG von Deutsche GLASFASER !!!",Wer Deutsche Glasfaser kennt gibt Telekom 4 Sterne( mit besserem Preis / Mon auch 5 Sterne),Valorada con 4 estrellas sobre 5
seit mind the 10 jahren kunde und gesperrt wegen einer rechnung von 2 wochen ,seit mind the 10 jahren kunde und…,Valorada con 1 estrellas sobre 5
"Auftrag am 27.06.2025 Techniker-Termin für den 20.10.2026 erhalten. Zeitfenster 08-13  Uhr. Hierauf entsprechend eingestellt. Der Techniker erscheint nicht.  Um 12:06 Uhr habe ich den Kundenservice angerufen, um zu klären, ob noch mit einem Besuch zu rechnen sei. In mehreren Gesprächen mit unterschiedlichen Mitarbeitern des Callcenters wurde mir schließlich mitgeteilt, dass kurzfristig kein Techniker mehr kommen werde. Als nächstmöglicher Ersatztermin wurde mir ein Termin Anfang Januar genannt. Ein früherer Termin sei aufgrund von Kapazitätsengpässen nicht möglich. Aufgrund dieses Ablaufs habe ich den Auftrag widerrufen. Trotzdem erhielt ich anschließend erneut eine Auftragsbestätigung mit einer neuen Auftragsnummer, die ich daraufhin ein zweites Mal widerrufen habe. Bisher habe ich lediglich eine automatisierte E-Mail erhalten, in der mir der Eingang des Widerrufs bestätigt und eine Bearbeitungszeit von mehreren Tagen angekündigt wurde. Eine abschließende Bestätigung oder weitere Rückmeldung habe ich bislang nicht erhalten.",es gibt bessere Anbieter ,Valorada con 1 estrellas sobre 5
"Im November 2024 neu Telefonanlage neu einrichten lassen.Die Worte damals,da sind die nächsten Jahre ohne Änderungen gut aufgestellt.Bei der Telekom gehen die Jahre wohl schneller vorbei wie in realen Leben.Alter Vertrag hinfällig wieder neu einrichten und die Anlage ist wohl auch veraltet und funktioniert bei dem neuen Vertrag scheinbar auch nicht.",Im November 2024 neu Telefonanlage neu…,Valorada con 1 estrellas sobre 5
Schade dass man keine Minuspunkte vergeben kann Zweimal Einzelverbindungsnachweis über das Formular der Internetseite angefordert. Nichts angekommen. Dreimal angerufen 1. ein Herr meinte er kümmert sich - nix passiert 2. 16.01.2026 Frau Niewelt kümmert sich. Sollte was nicht klappen; sie meldet sich. 3. 27.01.2026 H. Erdogan: ihn interessiert nicht was bisher schief gelaufen ist. Nach Recherchezeit ein Formular zugeschickt bekommen für einen erneuten Einzelverbindungsnachweis. Ich frage ihn warum ich das nochmal machen soll; es muß ja schon zweimal vorliegen. Interessiert ihn nicht. Hat mich nicht bei weiteren Nachfragen ausreden lassen. 4. 27.01.2026 Frau Anfang: nach Darstellung der Sachlage war zwei Minuten später der Einzelverbindungsnachweis per eMail da. Einfach unglaublich wie hier mit Kunden umgegangen wird!  Herzlichen Dank an die kompetente Frau Anfang!,Schade dass man keine Minuspunkte vergeben kann - null Service,Valorada con 1 estrellas sobre 5
"Ähnlich wie bei meiner Vorgängerin:  Termin für den 26.01.2026 erhalten.  Zeitfenster 12-16 Uhr. Hierauf entsprechend eingestellt. Wer erscheint nicht? Der Techniker. Wer sagt auch nicht ab? Der Techniker.  Wer nimmt auch am nächsten Tag von sich aus keinen Kontakt auf? Die Telekom.  Nach mühseligen proaktiven Gesprächen mit 7 Mitarbeitern des Callcenters folgendes Ergebnis: Ein Termin ist nun Ende Februar möglich.  Schließlich ist doch ein Gespräch mit der Teamleitung möglich, ein zeitnaher Termin sei nicht möglich, es gäbe Engpässe.  Eine solche Schlechtleistung habe ich lange nicht erlebt. ",Schlechtleistung ,Valorada con 1 estrellas sobre 5
"Die Telekom Mitarbeiter betreiben aggressive Haustürgeschäfte und versuchen dort, wo die Stadt ein eigenes Glasfasernetz aufgebaut haben, nun ihre Produkte zu verkaufen. Sie gehen von Tür zu Tür und bedrängen die Leute. Dies ist keine seriöse Vorgehensweise. ",unseriöse Türgeschäfte,Valorada con 1 estrellas sobre 5
"Bereitstellungs-Desaster: Glasfaser-Anschluss war für Anfang August terminiert. Nach einer endlosen Kette an fruchtlosen Terminen wurde heute – Ende Januar – endlich geschaltet. ​Performance-Leck: Statt der gebuchten Bandbreite kommen lediglich 10% der Leistung an. Ein technischer Totalausfall für 80 € Grundgebühr im Monat. ​Support-Willkür: Auf Rückfrage zur Störung wird mir ein Technikertermin für morgen genannt, von dem ich nie informiert wurde. Die Frage nach dem Ursprung dieses Termins wird vom Support schlichtweg ignoriert. Kommunikation findet nicht statt. ​ Hardware-Schrott: Der Speedport 7 sowie der Verstärker Plus sind konfigurationsseitig eine Zumutung. Der gelieferte Verstärker ist zudem defekt. ​Fazit: Jede Interaktion mit dem Support offenbart tiefgreifende Inkompetenz. Ein Paradebeispiel für dysfunktionale Prozesse und überteuerten Service.","6 Monate Verzug, 10% Leistung & Support-Chaos – Finger weg!",Valorada con 1 estrellas sobre 5
"ich kann all die schlechten Bewertungen nachvollziehen. ABER - mein Handynetz ist stabil, ich erreiche den Service regelmäßig oder schneller Rückruf. Preislich etwas höher als Vodafone oder Base, etc, aber Qualität stimmt.",Bin seit Jahren zufriedener Kunde !,Valorada con 5 estrellas sobre 5
Preis leistungs mäßig seid ihr zu teuer und bietet noch weniger Geschwindigkeit anfinde ich echt frech.,Preis leistungs mäßig seid ihr zu teuer…,Valorada con 1 estrellas sobre 5
Wir haben am 9.Dezember 2025 einen Termin für heute ( 26.01.2026 in der Zeitvon8 bis 12 Uhr ) zum Anschluss des Telefonanschlusses vereinbart. Für diesen Termin sind wir knapp 300 km gefahren. Wer heute nicht kam war der Techniker. Was kam: eine Mail der Telekom am frühen Nachmittag dass der Termin storniert wurde). Der nächste mögliche Termin ist Ende der nächsten Woche ( da sind wir wieder zuhause und arbeiten). Es ist eine Zumutung dass man für einen nicht eingehaltenen Termin 600 km durch Deutschland fahren muss. Ich hoffe ich kann den dafür abgeschlossen Vertrag mit der Telekom kündigen kann. Danke Telekom für nichts ,TERMIN WIRD DURCH TELEKOM STORNIERT,Valorada con 1 estrellas sobre 5
"Der Support ist eine Katastrophe… Dauert ewig und es heißt man wird in den nächsten 48 Stunden angerufen. Ich will aber nicht angerufen werden… Per Chat kann oder will man mir nicht weiterhelfen.  Erhalte auch keine Informationen warum man mir per Chat nicht helfen Will.  Hatte einen Vertrag und die Daten sind scheinbar weg. Hatte damals ein IPhone gekauft mit Jahresvertrag.  Kann Telekom und Magenta nicht empfehlen, macht nur Probleme!",Der Support ist eine Katastrophe……,Valorada con 1 estrellas sobre 5
"Negativer Erfahrungsbericht mit der Telekom Ich bin ein älterer Mensch und hatte heute den ganzen Tag kein Internet. Trotz mehrfacher Anrufe wurde mir keine echte Hilfe angeboten. Die Mitarbeiter haben widersprüchliche und teilweise unsinnige Aussagen gemacht. Mal wurde eine Kundennummer verlangt, dann wieder Bankdaten – das alles ohne eine konkrete Lösung meines Problems. Bis heute habe ich weiterhin keinen Internetanschluss. Niemand hat Verantwortung übernommen oder zeitnah geholfen. Der Service war enttäuschend und wenig kundenorientiert. Aufgrund dieser sehr schlechten Erfahrung, der langsamen Internetgeschwindigkeit und der gleichzeitig hohen Kosten sind wir äußerst unzufrieden mit der Telekom. Deshalb werden wir morgen die Kündigung unseres Vertrages einreichen. So einen Service können wir nicht weiter akzeptieren.",Negativer Erfahrungsbericht mit der…,Valorada con 2 estrellas sobre 5
"Ich bin fassungslos über die Arbeitsweise der Telekom. Im Dezember wurde in meinem Mietshaus ein neuer Hausanschluss gelegt. Der Auftrag dazu wurde vor Ort schriftlich von der Eigentümerin unterschrieben. Sie ist die Vertragspartnerin. Trotzdem hat die Telekom die Kosten (ca. 200€) einfach bei mir (Mieter) abgebucht. Auf meine Beschwerde hin teilte mir der Kundenservice schriftlich mit: Da man die Adresse der Eigentümerin im System nicht hatte, habe man die Rechnung einfach an mich gestellt, da meine Daten ja vorlagen. Gipfel der Frechheit: Die Mitarbeiterin fordert mich nun ernsthaft auf, ich solle mir das Geld privat von meiner Vermieterin wiederholen, da eine Rechnungskorrektur zu aufwendig sei. Das ist faktisch eine unberechtigte Bereicherung und rechtlich unhaltbar. Obwohl ich der Telekom die Adresse der Eigentümerin und den Beweis der Unterschrift mehrfach gesendet habe, verweigert man die Rückbuchung. Ich werde nun die Lastschrift zurückgeben und rechtliche Schritte einleiten müssen. Für die Telekom: Die Rechnungsnummer der fehlerhaften Abrechnung ist: 720 730 9346. Damit sollten Sie den Vorgang im System auffinden können.","Rechtswidrige Abbuchung: Telekom bucht bei Mieter ab, weil Adresse des Eigentümers fehlte Sterne: 1 Stern",Valorada con 1 estrellas sobre 5
"Das ist so nervig!!! Immer wieder gehen die Telekom mitareiberter von Tür zu Tür. Wollen gleich an Router (obwohl ich bei Anbieter bin) Erzählen von glasfaser usw .Tuhen alles das man unterschreiben soll. Ich frage mich, wenn Telekom so gut ist,warum hat er nötig seine leute  zu schicken??? Es wird ja nicht gefragt, ob man Anbieter wechseln will,es wird so da gestellt, das man glasfaser bekommt und zwar kostenlos. Also reine Verarschung, sehr schlaue Masche! Das ganze ist sehr ärgerlich und nervig! Telekom soll aufhören da mit!",Das ist so nervig!!,Valorada con 1 estrellas sobre 5
Prepaid; Restguthaben (MByte) wird nicht mitgenommen in die neue Abbuchung..! schon 3x passiert.. Kein Service..auch mal Kunden belohnen!!!..,Prepaid;,Valorada con 1 estrellas sobre 5
"1. Vertrag begann am 01.11.2025, obwohl noch kein Glasfaserkabel im Haus war und die Telekom den Vertrag mit unserem Voranbieter gekündigt hatte! Folge: 3 Tage kein Internet, einfach nichts! 2. Nach unzähligen Telefonaten mit der Telekom und NetCologne wieder vorübergehend zu NetCologne zurück, bis das Glasfaserkabel im Haus (Wohnung) ist! 3. Telekom will trotzdem monatlich die (Miete) für die Leihgeräte abbuchen, wir haben den Betrag zurück gebucht! 4. Brief von der Telekom, dass man nochmals versuchen wird, den Betrag abzubuchen, obwohl wir die Rechnungsabteilung über den Grund der Rückbuchung vie Mail informiert hatten! 5. Wir haben den hiesigen Telekom Shop aufgesucht, ein freundlicher und kompetenter Mitarbeiter, sah sich die Vorgänge an und meinte dann, dass es keine Abbuchungen mehr geben wird, solange sich noch kein Glasfaserkabel in unserer Wohnung befindet und die Telekom liefern kann! 6. Nachricht via Mail von der Telekom: Wir mögen doch die Leihgeräte ordnungsgemäß verpacken, sehen, dass auch nichts vergessen wird und dann mit der Retoure versehen plus zur Post bringen! Wann denn arbeitet die Telekom ordnungsgemäß so, wie sie es ihren Kunden nahelegt, geradezu zumutet?    7. Sollten wir wider Erwarten innerhalb der 2 Jahre Vertragslaufzeit einen Glasfaseranschluß bekommen, werden uns die Leihgeräte wieder zur Verfügung gestellt? Haben die Verantwortlichen wirklich mehr Bildung als 3 Jahre Kindergarten?",An Peinlichkeit nicht zu übertreffen!,Valorada con 1 estrellas sobre 5
"Können ihre Mitarbeiter bitte endlich aufhören, mehrmals in der Woche bei mir zu klingeln. Penetrant und bedrohlich zu einem vertrag zwingen wollen. Gerne können Sie auch diese Bewertung löschen. Es erfolgt eine neue, da sie der Wahrheit entspricht.",Können ihre Mitarbeiter bitte endlich…,Valorada con 1 estrellas sobre 5
Das Festnetz meiner Mutter hat seit beinahe zwei Jahren immer wieder starke Verbindungsprobleme. Gespräche sind unverständlich oder kommen gar nicht zustande. Anrufe vom Festnetz werden direkt blockiert. Auf diese Probleme wird leider überhaupt nicht eingegangen. So ist der Anschluss nicht zuverlässig nutzbar. Wir werden den Anbieter wechseln.,Da kann man nur noch wütend werden,Valorada con 1 estrellas sobre 5
Rechnungen erstellt und eingezogen für ein widerrufenes Haustürgeschäft. Zum Schluss Inkasso Unternehmen eingesetzt. Echte Verbrecher,Rechnungen erstellt und eingezogen für…,Valorada con 1 estrellas sobre 5
"Eine App, die sich ständig für Fehler entschuldigt, die keine Kundennummern kombinieren kann und die keinen Account erstellen kann, ohne darauf hinzuweisen, dass da leider etwas schief gelaufen ist. Ein Widerspruch gegen einen Datenvertrag, per Mail, per Telekomformular, per Telefon, per Chat, der leider nirgendwo im System zu finden ist und nach 10 Tagen immer noch nicht bestätigt werden kann. Ein Mitarbeiter, der eine Datenkarte für ein Tablet anbietet, dessen Datenkarte noch 6 Monate Bindung hat. Das ist alles erbärmlich und entspricht der Sicht der Kundenmehrheit für dieses Antiservice-Unternehmen ",Vierte Welt Qualität auf allen Ebenen,Valorada con 1 estrellas sobre 5
"Ich bin seit mehr als 15 Jahren Telekom Mobilfunkkunde und da kann ich einfach nur sagen, dass alles immer gestimmt hat uns ich niemals Probleme mit Verbindung, Vertragsabwicklung oder Rechnungen bzw anderen Dingen hatte. Im Gegenteil, wenn ich eigene Wünsche hatte, so wurden diese immer irgendwie erfüllt.  Mittlerweile habe ich hier weitere Partnerkarten und versorge somit meine gesamte Familie mit dem guten Netz. In der Stadt hat man eh keine Verbindungsprobleme. In Dörfern gibt es bei anderen Anbietern immer noch keine gute Netzabdeckung, so dass hier die Telekom voll zu Geltung kommt.  DSL und Magenta TV habe ich auch ausprobiert und die liefen immer gut. Auch hier gab es nie Probleme. Ich habe hier mal eine sehr günstige Alternative ausprobiert und natürlich funktioniert es auch gut. ",Ich bin seit mehr als 15 Jahren Telekom…,Valorada con 5 estrellas sobre 5
"Seit 2 Jahren werden wir telefonisch von diversen Telekom Mitarbeitern über neue Tarife belästigt. Seit 2 Jahren gibt es dafür auch zig neue Rufnummern mit diesen die Telekom anruft. Wir haben mittlerweile rund 30 Nummern gesperrt, jedoch geht der Terror stoisch weiter! Egal wie oft wir uns weitere Anrufe verbieten, rufen die nach wenigen Tagen wieder bei ins an. Wir sind bereits älter, und bekommen eigentlich schon Angst von so viel Wilkür !!",Seit 2 Jahren werden wir telefonisch…,Valorada con 1 estrellas sobre 5
"In den letzten Wochen habe ich mit der Deutschen Telekom Erfahrungen gemacht, die ich nur als extrem unseriös bezeichnen kann. Zuerst standen Telekom-Verkäufer vor unserem REWE-Markt und haben jeden angesprochen. Kurz danach kamen mehrfach verschiedene Mitarbeiter unangekündigt an meine Haustür, um mir Glasfaser aufzudrängen. Nach mehreren Ablehnungen wurde der Ton zunehmend unangenehm. Mir wurde erzählt, mein aktuelles Internet sei angeblich instabil oder bald nicht mehr nutzbar. Reine Angstmache. Fakt ist: Ich hatte jahrelang ohne Glasfaser ein stabiles und schnelles Internet. Das kann sich nicht „über Nacht“ plötzlich magisch verschlechtern – außer jemand erzählt hier bewusst Märchen, um Verträge zu verkaufen. Dann der absolute Höhepunkt: Am Samstag, 24.01.2026, hatte ich plötzlich eine Störung. Beim Anruf beim Kundenservice wurde mir sinngemäß erklärt, dass meine Probleme daran liegen würden, dass ich keine Glasfaser beauftragt habe – mit dem klaren Unterton: „Mit Glasfaser hätten Sie das Problem nicht.“ Das ist für mich nichts anderes als Verkaufsdruck über die Störungshotline. Ich habe danach selbst bei Nachbarn nachgefragt: Ein Nachbar mit Glasfaser hatte Internet, ein anderer ohne Glasfaser hatte ebenfalls eine Störung. Das hinterlässt einen extrem bitteren Beigeschmack. Für mich wirkt das wie eine Masche nach dem Motto: Wer nicht mitmacht, bekommt Probleme. Dieses Verhalten erinnert eher an aggressive Drückerkolonnen-Methoden als an einen seriösen Konzern. Vertrauen? Null. Kundenorientierung? Fehlanzeige. Hier geht es offensichtlich nur um eins: verkaufen, verkaufen, verkaufen – egal wie. So verliert man Kunden nachhaltig Habe sofort Gekündigt","Druck, Einschüchterung und merkwürdige „Zufälle“ bei Störungen – so vergrault man Kunden",Valorada con 1 estrellas sobre 5
Es gibt tage an denen das Wlan gut funktioniert aber oft ist die Verbindung einfach schlecht und nicht stabil. Für 70 Euro im Monat echt eine Frechheit ,schlechte Verbindung,Valorada con 1 estrellas sobre 5
Neuvertrag bei der Telekom am 05.11.2025 abgeschlossen mit Beginn zum 26.01.2025.  Mit dazu habe ich ein IPhone 17 Pro Max genommen und bereits im November über 300€ angezahlt.  Jetzt die Enttäuschung: die Telekom kriegt es nicht geschissen das Gerät pünktlich rauszuschicken 2 Tage bevor es los geht nichts zu hören und keine Ahnung wann das Gerät kommen soll. Die Kunden werden in der Schwebe gelassen. Es kann doch bei einer so riesigen Logistik nicht so schwer sein ein Smartphone so passend rauszuschicken das es zu Vertragsbeginn da ist !!  Ich fühle mich verarscht. Ich überlege zur Zeit vom Widerruf Gebrauch zu machen. ,Neuvertrag bei der Telekom am…,Valorada con 1 estrellas sobre 5
"schlechte Erfahrung mit dem Telekom Kundenservice bei neuem Festnetz & Internet Anschluss. Der Techniker kam nicht zum vereinbarten Termin, beim neuen Termin an einem anderem Tag dann 2 Stunden vor der eigentlichen Zeitspanne. Gleichzeitig verlangt die Telekom 50 €, wenn man selbst beim Termin?! (Zeitfenster über 6 Stunden)nicht da ist – absolute Frechheit! Nach meinem Vertragsabschluss über Verivox (inkl. Cashback) wurde ich von einem Mitarbeiter angerufen, angeblich wegen einer Störung. Ein Vertragswechsel wurde nicht klar angesprochen. Nach dem Gespräch bekam ich plötzlich einen neuen Vertrag per Mail bestätigt mit anderen, teureren Konditionen und ohne Cashback, den ich so nicht abgeschlossen habe. Der Kundenservice war schwer erreichbar. Mir wurde gesagt ich hätte nun zwei gleichzeitig laufende Verträge?!?!!  Erst nach Beschwerde wurde versucht, das Ganze zu klären. Was am Ende dann auch erfolgreich war. Insgesamt wirkt das dennoch sehr intransparent und wie eine schmierige Telefon-Masche.",Vorsicht bei Telekom Anrufen!,Valorada con 1 estrellas sobre 5
"Ich bin seit vielen Jahren Telekom-Kunde und war lange zufrieden. Umso enttäuschender ist das, was ich seit Monaten erlebe. Sowohl das Mobilfunknetz als auch der Festnetzanschluss weisen seit dem Sommer 2025 massive und dauerhafte Probleme auf. Mobiles Internet ist in unserer Umgebung faktisch kaum nutzbar. LTE funktioniert teilweise gar nicht, 5G ist extrem instabil. Das betrifft nicht nur meinen Anschluss, sondern auch mehrere Partnerkarten. Trotz zahlreicher Reklamationen hat sich bis heute nichts verbessert. Auch der Festnetzanschluss ist unzuverlässig. Beim Streaming kommt es regelmäßig zu Verbindungsabbrüchen mit mehrminütigen Ausfällen. Alle Standardmaßnahmen wie Router-Neustart, Zurücksetzen oder App-Konfigurationen wurden längst durchgeführt. Das Problem besteht unverändert fort. Besonders ärgerlich ist die Kommunikation. Ich habe mehrfach telefonisch Kontakt aufgenommen, mir wurden Rückmeldungen zugesagt, die nie erfolgt sind. Stattdessen erhielt ich automatisierte Rückrufversuche, bei denen ich nach dem Abheben wieder in Warteschleifen landete. Zusätzlich bekam ich ein Antwortschreiben mit der Aufforderung, Unterlagen einzureichen, allerdings von einer doNotReply-Adresse. Das halte ich ehrlich gesagt für einen schlechten Witz. Wir leben in einer Kleinstadt mit rund 40.000 Einwohnern. Es ist schlicht nicht nachvollziehbar, dass Drittanbieter wie O2 oder Vodafone hier ein deutlich stabileres und schnelleres Netz bieten als die Telekom. Der Werbeslogan „bestes Netz“ trifft hier eindeutig nicht zu. Ich zahle monatlich über 250 Euro und erwarte dafür eine entsprechende Leistung. Diese wird seit Monaten nicht erbracht. Entsprechend habe ich eine Frist gesetzt, fordere eine Entschädigung für den Zeitraum seit Sommer 2025 und werde den Vorgang zusätzlich der Verbraucherzentrale sowie der Bundesnetzagentur melden. Nach dieser Erfahrung kann ich die Telekom aktuell leider niemandem empfehlen. Sehr schade, gerade als langjähriger Kunde.",Niemals das beste Netz!,Valorada con 1 estrellas sobre 5
"Nach Kündigung werden wir nun ständig von irgendwelchen 0800er Nummern der Telekom bzw deren Subunternehmer terrorisiert. Ich habe längst mit einem Mitarbeiter eine ""Kundenrückhol-Konversation"" geführt, die leider keinen positiven Ausgang hatte, weil die Angebote allesamt mindestens 15€ über den Angeboten der Konkurrenz lagen. Meine Zustimmung zur Kontaktaufnahme habe ich vor Wochen zurück gezogen! Der Terror geht weiter, absolute Frechheit und wirklich ätzend. ",Telefonterror nach Kündigung,Valorada con 1 estrellas sobre 5
"Große Versprechungen aber in Baden-Württemberg und Bayern hat man alle paar Kilometer Netzabbrüche! In der Schweiz und in Österreich haben wir eine schwierigere Topographie,  trotzdem ist das Netz besser! Gewinnmaximierung vor Kundenorientierung!!!",Netzabdeckung ungenügend!!!,Valorada con 2 estrellas sobre 5
Vielen Dank an die Telekom. Seit Stunden versuche ich eine störmeldung zu tätigen. Bekomme die Meldung ihre Wartezeit beträgt 60 Minuten. 🤢. Bist halt auf dem Lande nichts wert. Habe 1 Festnetzvertrag und 3 Handyverträge. Aber egal. Ich hoffe es kommt mal jemand der euch mal vom Markt verschwinden lässt. Es sitzen bestimmt eure Chefs gerade in ihren Villen und lassen es sich gut gehen. Ich habe so die schnauze voll von der Bude. Es kotz mich nur noch an. Ihr .. .. kommt mal in die Bewegung.,Vielen Dank an die Telekom,Valorada con 1 estrellas sobre 5
"Ein Haustürvertrag wurde am 11.12. erschlichen ('es wäre etwas schiefgelaufen' Benachrichtigung auf WhatsApp!), ein Widerruf sofort eingereicht. Da keine Bestätigung  durch die Telekom erfolgt war, wurde noch zweimal an die Widerrufsstelle der Telekom geschrieben, auch mit der Beschreibung des Vorgangs der 'Erschleichung' -leider keine Reaktion. Heute nun eine Email 'Ich sehe dass ein ursprünglicher Stornowunsch am 18.12.2025 rechtzeitig innerhalb der Widerrufsfrist eingegangen ist. Jedoch möchte ich aufgrund der vorliegenden Situation rückfragen: Der formale Anbieterwechsel war zum 08.01.2026 abgestimmt, somit wurde der Vertrag bei EWE TEL beendet. Es gab seitdem keine Weiterversorgung Der Anschluss von der Telekom müsste nur aktiviert werden um wieder Verbindung und Telefonie zu haben. Sollten Sie aber auf Stornierung bestehen, werden wir diese auch durchführen, können aber aufgrund des zeitlichen Ablaufs keine Wiederanschaltung bei EWE Tel erzeugen....' Darf ich zusammenfassen? Vertrag erschlichen, 3x Widerruf eingereicht (11.12., 18.12., 26.12.), am 23.12. die Nachfrage, ob denn nicht doch bei der Telekom unterschreiben würde, einstiger Anschluss ist weg. Ich sage vorsichtig, in Erinnerung an die Drückerkolonnen, das ist m.E. Betrug.",Ein Haustürvertrag wurde am 11.12,Valorada con 1 estrellas sobre 5
Katastrophe. Nach Fünf Terminen und Monaten noch kein Internet. Zwei Termine waren OK wegen der Besichtigung des Hauses bzw. der Wohnung und des Leistungsweges. Bei den zwei darauf folgenden Terminen hatte der Techniker keine Infos das er einen zweiten Kollegen benötigt um vier löcher zu Bohren damit das Glasfaserkabel verlegt werden kann. Der Fünfte Termin wurde nachmittags um 13:30 Uhr am selben Tag verschoben. Ich habe jetzt wieder einen Termin der ein ganz anderer ist wie zuvor vereinbart und per Mail bestätigt wurde(durch eine zweite Mail mit Termin-Bestätigung) Ich bin gespannt wie viele Urlaubstage ich noch Opfern muss.....,Termine für Glasfaser ,Valorada con 1 estrellas sobre 5
"Als jemand der deutliche Worte findet wenn etwas nicht funktioniert hier ein Wort des Lobes: Meine FritzBox7590 ist nach 7 Jahren Betrieb abgebrannt - ja , buchstäblich. Ich habe mir also eine 7690 gekauft und mich schon bereit gemacht in die Papiere der Telekom abzutauchen, habe dafür mehrere Stunden Ärger eingeplant. Doch dieses Easy Support hat die Box komplett alleine mit dem Internet verbunden. Muss wohl was mit dem Hausanschluss zu tun haben. Daher - Gut gemacht Telekom. Jetzt verbessert noch euer Peering und es wird Lob regnen.",Als jemand der deutliche Worte findet…,Valorada con 5 estrellas sobre 5
"Ich bin noch Kunde von Magenta TV. Kein anderes Unternehmen gibt mir das Gefühl, dass ich als Kunde einfach verachtet werde. Ein Beispiel ist der unsägliche Umgang mit der Installtion neuer Plattformen, die regelmäßig den Austausch des Mediaservers erfordern. Lösungen, um ggf. seltene Aufnahmen zu sichern, bietet die Telekom nicht an. Die Interessen der Kunden sind irrelevant für die Telekom.  Statt dessen wird eine Info hingerotzt....friss oder stirb.",Ich bin noch Kunde von Magenta TV.,Valorada con 1 estrellas sobre 5
Schade dass man keine Minuspunkte vergeben kann. Zweimal über das Formular auf der Interntseite den Einzelverbindungsnachweis angefordert. Jedesmal die Info kommt in den nächsten Tagen. Nach drei Wochen angerufen.  Nach einer weiteren Woche wieder angerufene Wieder eine Woche ist vergangen. Es passiert einfach NIX. Seid Ihr nicht in der Lage einen Einzelverbindungsnachweis rückwirkend zu generieren??? So unfähig Wie oft soll ich noch anrufen? Macht was für Euer Geld,Schade dass man keine Minuspunkte…,Valorada con 1 estrellas sobre 5
"Es ist unrechtmäßig das man diese Funktion in den genannten Wegen nicht deaktivieren kann.!! . Um dem InfoService der Telekom zu widersprechen, können Sie den Service direkt im Kundencenter unter telekom.de infoservice ändern, eine E-Mail an widerruf(at)telekom.de senden, das Datenschutz-Kontaktformular nutzen oder schriftlich an die Telekom Deutschland GmbH Landgrabenweg 149, 53227 Bonn senden, um Werbeangebote und Informationen zu widerrufen. Das dumme ist aber das man ungefragt diesen sogenannten Service einfach aufgedrückt bekommt und auf den genannten wegen nicht abbestellen kann.  Ein Datenschutz-Kontaktformular gibt es nicht. Auch eine Email verläuft irgendwo im Nirwana. Servicewüste Deutschland läßt grüßen. Ein Anruf bei dem sogenannten Kundeservice wurde eine halbe Stunde immer wieder weitergeleitet und immer wieder in die Warteschleife und einfach aufgelegt. Das ist die Service-Wüste Deutschland, und allen voran ""Telekom und Co.""",Service unter 0,Valorada con 1 estrellas sobre 5
"Falsche Versprechen beim Glasfaser-Ausbau, die an arglistige Täuschung grenzt. Versprochenen Glasfaser-Anschluss spätestens 3 Monate nach Vertragsabschluss, bei Umstellung zum Übergangstarif vom Techniker gesagt bekommen, dass das wahrscheinlich noch ein Jahr dauern kann. Preise sind einfach nur teuer und nicht kompetitiv. 100 MBit/s DSL für 50€ im Monat, wenn ich einen Kabelanschluss mit 500 Mbit/s für den gleichen Preis haben kann? Danke, nein Danke. Die Servicemitarbeiter versuchen ihr bestes, um die Frustration der Kunden zu verstehen und deren Anliegen zu bearbeiten. Das Telekom-Geschäftsmodell besteht nur auf ""Bruder, vertrau mir. Wir sind die Besten auf dem Markt"", aber die Preise sind zu hoch, die Konditionen zu schlecht und interne Serviceprozesse unterirdisch.",Arglistige Täuschung und schlechte Konditionen,Valorada con 1 estrellas sobre 5
